City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
266,Burns Lake,CA,2021-10-21 23:40:34,54.2331,-125.7533,42.22,62,100,10.45
267,Bintulu,MY,2021-10-21 23:40:38,3.1667,113.0333,73.81,100,20,3.0
268,Viransehir,TR,2021-10-21 23:40:39,37.2353,39.7631,62.44,26,0,6.22
269,Lorengau,PG,2021-10-21 23:40:39,-2.0226,147.2712,78.42,85,100,6.53
270,Dawlatabad,AF,2021-10-21 23:40:41,36.4141,64.9053,47.68,48,91,4.65
271,Olinda,BR,2021-10-21 23:40:41,-8.0089,-34.8553,82.13,74,40,6.91
272,Namibe,AO,2021-10-21 23:39:43,-15.1961,12.1522,64.76,71,3,8.34
273,Bowen,AU,2021-10-21 23:40:42,-20.0167,148.2333,86.22,72,50,11.12
274,Puerto Escondido,MX,2021-10-21 23:40:44,15.85,-97.0667,80.51,84,100,1.28
275,Rocha,UY,2021-10-21 23:37:26,-34.4833,-54.3333,52.16,91,4,6.55
276,San Pedro,PH,2021-10-21 23:40:46,14.35,121.0167,83.32,81,20,2.3
277,Coihaique,CL,2021-10-21 23:40:47,-45.5752,-72.0662,48.15,66,40,3.44
278,Haimen,CN,2021-10-21 23:40:47,23.1935,116.6142,62.49,81,100,11.48
279,Madisonville,US,2021-10-21 23:38:46,37.3281,-87.4989,64.26,62,14,3.0
280,Oistins,BB,2021-10-21 23:40:48,13.0667,-59.5333,82.49,74,40,24.16
281,Sibolga,ID,2021-10-21 23:40:49,1.7427,98.7792,77.02,85,99,3.0
282,Omboue,GA,2021-10-21 23:40:49,-1.5746,9.2618,76.08,89,100,8.86
283,Penzance,GB,2021-10-21 23:40:50,50.1186,-5.5371,51.01,62,18,13.22
284,Pahrump,US,2021-10-21 23:40:51,36.2083,-115.9839,77.85,16,99,1.01
285,Isangel,VU,2021-10-21 23:40:51,-19.55,169.2667,80.71,78,75,4.61
286,San Remigio,PH,2021-10-21 23:40:53,11.0809,123.9381,83.07,77,82,8.72
287,Dutlwe,BW,2021-10-21 23:40:54,-23.9833,23.9,65.46,76,100,13.27
288,Tokur,RU,2021-10-21 23:40:55,53.1333,132.9,23.29,89,100,4.38
289,Port-Gentil,GA,2021-10-21 23:39:12,-0.7193,8.7815,78.76,83,75,12.66
290,Portland,US,2021-10-21 23:37:40,45.5234,-122.6762,70.61,66,75,3.0
291,Honiara,SB,2021-10-21 23:36:48,-9.4333,159.95,85.05,70,96,3.91
